AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,DayOfWeek,DeviceID_transaction_count,DeviceID_account_count,MerchantID_device_count,DeviceID_location_count,TransactionAmount_by_LoginAttempts,TimeSincePreviousTransaction
AC00470,470.96,2024-11-04 08:11:10,Credit,Indianapolis,D000600,106.244.1.47,M036,Online,69,Doctor,124,2,12991.03,2023-03-10 16:22:05,Friday,3,3,25,3,941.92,604.6590856481481
AC00032,52.23,2024-11-04 08:08:11,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1,105.01,2023-09-11 18:08:19,Monday,5,5,22,5,52.23,419.58324074074073
AC00136,78.62,2024-11-04 08:08:12,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,2023-07-31 16:46:29,Monday,3,3,27,3,78.62,461.6400810185185
AC00001,47.79,2024-11-04 08:11:55,Debit,Denver,D000649,59.12.96.11,M034,Branch,25,Student,37,1,1649.92,2023-09-15 17:00:20,Friday,8,8,21,6,47.79,415.6330439814815
AC00187,333.97,2024-11-04 08:11:48,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52,Doctor,45,1,5237.36,2023-03-22 16:18:37,Wednesday,3,3,25,3,333.97,592.6619328703704
AC00452,30.87,2024-11-04 08:10:43,Debit,Fresno,D000015,34.92.221.183,M025,ATM,33,Doctor,295,1,14348.65,2023-07-12 16:50:42,Wednesday,4,4,29,4,30.87,480.63890046296297
AC00036,710.43,2024-11-04 08:08:42,Debit,San Diego,D000398,189.198.67.252,M007,Online,67,Retired,115,1,5625.55,2023-03-08 17:07:21,Wednesday,3,3,29,3,710.43,606.6259375
AC00125,220.23,2024-11-04 08:06:33,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41,Engineer,48,1,3438.02,2023-09-18 18:35:23,Monday,9,9,27,7,220.23,412.5633101851852
AC00403,27.28,2024-11-04 08:09:42,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29,Doctor,96,1,10668.24,2023-12-25 16:30:45,Monday,6,6,32,6,27.28,314.6520486111111
AC00264,101.52,2024-11-04 08:08:38,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,2023-08-09 16:22:25,Wednesday,5,5,20,5,101.52,452.6570949074074
AC00123,162.65,2024-11-04 08:11:20,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,9500.95,2023-05-11 17:15:10,Thursday,2,2,30,2,162.65,542.622337962963
AC00298,10.52,2024-11-04 08:11:06,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,55,Retired,30,1,2472.99,2023-07-19 17:38:50,Wednesday,6,6,30,4,10.52,473.6057407407407
AC00235,270.72,2024-11-04 08:12:10,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,2023-03-27 17:25:32,Monday,5,5,17,4,270.72,587.6157175925925
AC00259,202.34,2024-11-04 08:11:25,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,1223.45,2023-01-10 16:32:06,Tuesday,3,3,23,3,202.34,663.6523032407407
AC00329,247.58,2024-11-04 08:07:18,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1,778.74,2023-05-29 18:40:32,Monday,6,6,30,6,247.58,524.5602546296296
AC00482,686.17,2024-11-04 08:07:37,Debit,Denver,D000103,199.199.60.222,M030,ATM,61,Retired,96,1,2246.15,2023-10-03 17:27:25,Tuesday,5,5,26,5,686.17,397.61125
AC00020,359.65,2024-11-04 08:09:04,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,25,Student,289,1,219.53,2023-01-12 17:58:56,Thursday,7,7,25,7,359.65,661.5903703703704
AC00453,109.91,2024-11-04 08:10:57,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1,12896.06,2023-05-01 16:23:22,Monday,4,4,27,4,109.91,552.6580439814815
AC00367,215.72,2024-11-04 08:11:54,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,2023-10-11 18:04:39,Wednesday,6,6,24,5,215.72,389.5883680555556
AC00167,490.76,2024-11-04 08:09:44,Debit,Columbus,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,2023-01-19 16:28:08,Thursday,6,6,26,5,490.76,654.6538888888889
AC00110,224.28,2024-11-04 08:10:52,Debit,Chicago,D000316,189.20.224.220,M068,Online,64,Retired,68,1,5767.51,2023-02-15 16:50:13,Wednesday,3,3,30,2,224.28,627.6393402777778
AC00078,614.03,2024-11-04 08:08:12,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1,2815.86,2023-05-08 16:37:14,Monday,4,4,20,4,614.03,545.6465046296296
AC00212,608.79,2024-11-04 08:12:18,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1,2991.17,2023-11-03 18:37:18,Friday,4,4,31,4,608.79,366.56597222222223
AC00051,186.55,2024-11-04 08:07:18,Debit,Philadelphia,D000049,60.166.231.236,M003,Branch,48,Engineer,288,1,224.65,2023-06-21 16:49:10,Wednesday,1,1,25,1,186.55,501.63759259259257
AC00250,840.16,2024-11-04 08:12:12,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,2023-03-20 16:35:53,Monday,2,2,32,2,840.16,594.6502199074074
AC00304,203.34,2024-11-04 08:09:43,Debit,Phoenix,D000057,69.82.61.135,M061,ATM,60,Doctor,66,1,13586.99,2023-12-20 17:13:50,Wednesday,4,4,24,4,203.34,319.6221412037037
AC00007,90.88,2024-11-04 08:10:50,Debit,Colorado Springs,D000086,175.210.47.87,M071,ATM,26,Engineer,284,1,7117.35,2023-11-20 17:08:33,Monday,2,2,27,2,90.88,349.62658564814814
AC00017,60.11,2024-11-04 08:08:09,Credit,Albuquerque,D000636,8.243.4.138,M067,Branch,61,Retired,122,1,7235.87,2023-11-27 17:39:39,Monday,3,3,25,3,60.11,342.603125
AC00158,393.92,2024-11-04 08:12:07,Debit,Memphis,D000504,141.169.67.34,M061,Branch,72,Retired,47,1,7318.64,2023-05-16 16:57:35,Tuesday,7,7,24,7,393.92,537.6350925925926
AC00110,19.39,2024-11-04 08:11:24,Debit,Colorado Springs,D000294,201.95.180.152,M062,ATM,43,Doctor,45,1,9847.6,2023-11-17 16:39:20,Friday,4,4,29,4,19.39,352.6472685185185
AC00175,557.41,2024-11-04 08:09:54,Credit,Washington,D000180,194.29.57.163,M087,Online,80,Retired,49,1,2968.75,2023-04-14 16:52:23,Friday,4,4,25,4,557.41,569.6371643518519
AC00079,57.07,2024-11-04 08:11:35,Credit,Boston,D000250,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,2023-08-25 16:30:02,Friday,5,5,17,5,57.07,436.6538541666667
AC00403,395.27,2024-11-04 08:08:21,Credit,Miami,D000045,150.83.4.238,M085,Online,18,Student,167,1,1764.08,2023-08-07 16:38:52,Monday,5,5,25,5,395.27,454.64547453703705
AC00228,289.05,2024-11-04 08:11:58,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,5683.49,2023-06-09 17:58:00,Friday,6,6,30,5,289.05,513.5930324074075
AC00344,46.11,2024-11-04 08:10:44,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33,Doctor,233,1,5225.73,2023-03-27 17:07:20,Monday,5,5,26,5,46.11,587.6273611111111
AC00466,335.5,2024-11-04 08:12:23,Debit,Sacramento,D000326,107.247.202.71,M003,ATM,63,Retired,47,1,6445.4,2023-08-14 16:01:02,Monday,5,5,25,5,335.5,447.6745486111111
AC00204,388.07,2024-11-04 08:10:37,Debit,Seattle,D000422,44.197.126.59,M067,Online,24,Student,68,1,289.71,2023-09-05 17:34:08,Tuesday,7,7,25,7,388.07,425.60866898148146
AC00030,520.86,2024-11-04 08:08:47,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,2023-03-20 16:29:02,Monday,7,7,22,6,520.86,594.6526041666667
AC00455,787.41,2024-11-04 08:06:44,Debit,Memphis,D000351,150.25.200.56,M081,Online,25,Student,39,1,300.87,2023-06-19 16:22:28,Monday,3,2,23,3,787.41,503.6557407407407
AC00094,31.7,2024-11-04 08:08:02,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9,2023-06-01 16:56:33,Thursday,2,2,27,2,31.7,521.6329745370371
AC00185,22.3,2024-11-04 08:12:18,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21,Student,90,1,1200.35,2023-05-01 16:57:17,Monday,5,5,26,5,22.3,552.6354282407408
AC00351,203.12,2024-11-04 08:09:15,Debit,San Jose,D000004,77.21.150.75,M078,ATM,56,Retired,181,1,1562.39,2023-01-18 16:59:48,Wednesday,4,4,23,4,203.12,655.6315625
AC00335,315.94,2024-11-04 08:12:09,Credit,Raleigh,D000625,8.244.162.185,M024,Branch,49,Doctor,172,1,7719.71,2023-02-27 17:06:57,Monday,3,3,20,3,315.94,615.6286111111111
AC00409,192.23,2024-11-04 08:06:41,Debit,Albuquerque,D000117,167.164.55.0,M058,Online,54,Engineer,39,3,2610.67,2023-12-28 16:34:52,Thursday,3,3,27,3,576.6899999999999,311.6470949074074
AC00312,1510.71,2024-11-04 08:09:11,Debit,Oklahoma City,D000106,193.209.134.233,M060,Online,66,Retired,51,1,2060.02,2023-06-15 16:48:29,Thursday,3,3,28,3,1510.71,507.639375
AC00097,0.26,2024-11-04 08:07:45,Debit,Oklahoma City,D000239,60.197.167.40,M090,Online,20,Student,173,1,1833.67,2023-11-23 16:14:48,Thursday,4,4,24,3,0.26,346.6617708333333
AC00447,210.77,2024-11-04 08:11:21,Debit,Mesa,D000009,144.91.150.133,M094,ATM,71,Retired,161,1,5396.65,2023-05-31 16:50:20,Wednesday,2,2,27,2,210.77,522.6395949074074
AC00280,406.65,2024-11-04 08:11:01,Debit,Mesa,D000013,147.234.20.46,M062,ATM,57,Doctor,107,1,12995.7,2023-11-08 18:32:44,Wednesday,5,5,29,4,406.65,361.5682523148148
AC00023,422.9,2024-11-04 08:10:52,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40,Engineer,111,1,7616.43,2023-02-27 16:15:53,Monday,1,1,17,1,422.9,615.6631828703704
AC00077,20.62,2024-11-04 08:08:49,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1,12500.8,2023-06-21 17:10:18,Wednesday,6,6,32,5,20.62,501.6239699074074
AC00113,174.39,2024-11-04 08:11:01,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19,Student,36,1,1127.08,2023-01-09 16:08:52,Monday,5,5,31,5,174.39,664.6681597222222
AC00391,7.86,2024-11-04 08:07:51,Credit,Sacramento,D000065,201.113.165.203,M053,Branch,76,Retired,91,1,3621.98,2023-10-16 16:47:15,Monday,2,2,24,2,7.86,384.63930555555555
AC00136,61.98,2024-11-04 08:08:55,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,2023-01-03 18:18:14,Tuesday,6,6,30,6,61.98,670.5768634259259
AC00204,54.85,2024-11-04 08:09:36,Credit,San Francisco,D000287,214.67.148.245,M071,Branch,58,Retired,40,1,2727.45,2023-09-05 16:05:58,Tuesday,6,6,27,5,54.85,425.66918981481484
AC00089,204.7,2024-11-04 08:10:26,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,2023-09-21 16:08:00,Thursday,5,5,24,4,1023.5,409.66835648148145
AC00305,16.55,2024-11-04 08:08:11,Debit,Tucson,D000477,214.32.109.197,M009,Branch,26,Engineer,159,1,6089.79,2023-09-11 17:05:50,Monday,3,3,30,3,16.55,419.62663194444445
AC00338,91.32,2024-11-04 08:08:22,Debit,Milwaukee,D000353,49.29.37.185,M056,Branch,58,Engineer,77,1,2618.1,2023-11-10 16:43:45,Friday,6,6,22,6,91.32,359.6420949074074
AC00268,195.49,2024-11-04 08:08:35,Debit,Memphis,D000472,147.227.81.224,M016,ATM,31,Doctor,212,1,11988.12,2023-06-12 16:34:59,Monday,3,3,22,3,195.49,510.6483333333333
AC00363,49.62,2024-11-04 08:07:23,Debit,Portland,D000080,19.228.76.177,M055,ATM,55,Engineer,111,1,3841.42,2023-12-07 16:19:07,Thursday,2,2,22,2,49.62,332.6585185185185
AC00316,487.16,2024-11-04 08:12:22,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1,321.21,2023-01-02 16:01:14,Monday,3,3,16,3,487.16,671.6743981481482
AC00167,405.6,2024-11-04 08:09:24,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73,2023-08-08 17:41:41,Tuesday,5,5,18,5,405.6,453.6025810185185
AC00405,512.95,2024-11-04 08:10:05,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57,Engineer,143,1,9584.52,2023-10-16 17:08:36,Monday,4,4,34,4,512.95,384.6260300925926
AC00098,345.94,2024-11-04 08:11:40,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1,7624.56,2023-10-09 17:32:57,Monday,4,4,28,4,345.94,391.6102199074074
AC00116,356.56,2024-11-04 08:11:57,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2485.73,2023-10-09 17:23:21,Monday,4,4,28,4,356.56,391.6170833333333
AC00267,10.31,2024-11-04 08:11:14,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2137.9,2023-01-13 16:23:56,Friday,6,6,27,6,10.31,660.6578472222222
AC00447,211.69,2024-11-04 08:07:50,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30,Doctor,111,1,6412.85,2023-10-20 16:02:07,Friday,7,7,34,7,211.69,380.6706365740741
AC00042,221.49,2024-11-04 08:11:50,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,707.25,2023-09-13 18:11:22,Wednesday,9,9,26,8,221.49,417.58365740740743
AC00074,278.23,2024-11-04 08:09:46,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,8300.54,2023-05-04 17:49:33,Thursday,5,5,30,5,278.23,549.5973726851852
AC00063,116.88,2024-11-04 08:10:02,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,7717.34,2023-10-04 17:10:02,Wednesday,4,4,42,4,116.88,396.625
AC00085,328.77,2024-11-04 08:09:57,Credit,San Diego,D000133,101.120.142.50,M033,Online,39,Doctor,247,1,6967.03,2023-04-03 17:59:23,Monday,7,7,27,7,328.77,580.5906712962963
AC00126,77.53,2024-11-04 08:07:12,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6,2023-07-25 18:00:25,Tuesday,3,3,26,3,77.53,467.58804398148146
AC00471,421.74,2024-11-04 08:10:18,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1,12031.14,2023-06-20 17:07:05,Tuesday,4,4,32,4,421.74,502.6272337962963
AC00304,313.69,2024-11-04 08:10:23,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,73,Retired,152,1,7093.68,2023-03-10 16:35:33,Friday,7,7,21,6,313.69,604.6491898148148
AC00242,411.72,2024-11-04 08:11:43,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,8539.86,2023-06-20 18:43:51,Tuesday,2,2,32,2,411.72,502.5610185185185
AC00261,508.73,2024-11-04 08:09:07,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59,Retired,89,1,7640.57,2023-07-14 16:22:54,Friday,3,3,27,2,508.73,478.6570949074074
AC00338,153.08,2024-11-04 08:09:29,Debit,Omaha,D000637,130.29.230.16,M057,ATM,24,Student,201,1,1292.21,2023-11-27 16:57:08,Monday,4,4,26,4,153.08,342.6335763888889
AC00292,23.01,2024-11-04 08:09:14,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,63,Retired,166,1,5958.75,2023-06-09 18:33:04,Friday,3,3,24,3,23.01,513.5667824074075
AC00024,69.28,2024-11-04 08:11:01,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25,Student,129,1,708.74,2023-10-30 16:36:24,Monday,4,4,32,4,69.28,370.64903935185185
AC00441,51.25,2024-11-04 08:11:52,Credit,Austin,D000113,101.223.82.253,M044,Branch,28,Student,66,1,1744.4,2023-08-29 16:16:15,Tuesday,5,5,24,5,51.25,432.6636226851852
AC00412,407.65,2024-11-04 08:08:37,Debit,Denver,D000013,8.136.178.116,M095,ATM,25,Student,263,1,273.78,2023-08-07 17:17:34,Monday,5,5,21,4,407.65,454.61878472222224
AC00315,459.25,2024-11-04 08:11:47,Debit,Tucson,D000248,28.149.72.129,M043,Branch,25,Student,59,1,130.76,2023-05-23 16:44:33,Tuesday,5,5,23,5,459.25,530.643912037037
AC00120,301.56,2024-11-04 08:10:23,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6,2023-02-09 17:46:49,Thursday,5,5,25,5,301.56,633.5996990740741
AC00462,17.67,2024-11-04 08:10:55,Debit,San Diego,D000416,21.97.154.92,M061,Online,63,Doctor,91,1,1048.18,2023-06-27 17:50:21,Tuesday,4,4,24,4,17.67,495.59761574074076
AC00481,5.29,2024-11-04 08:11:04,Credit,San Francisco,D000121,62.27.235.199,M008,Online,32,Doctor,132,1,12896.68,2023-03-13 18:24:20,Monday,1,1,20,1,5.29,601.5741203703703
AC00166,401.37,2024-11-04 08:11:41,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,8208.54,2023-09-18 16:18:19,Monday,2,2,18,2,401.37,412.66206018518517
AC00438,145.4,2024-11-04 08:09:52,Debit,Tucson,D000069,49.174.157.140,M044,Online,38,Engineer,24,1,5244.49,2023-07-06 17:53:38,Thursday,5,5,24,5,145.4,486.5946064814815
AC00090,556.34,2024-11-04 08:07:12,Debit,Seattle,D000377,59.127.135.25,M031,Online,37,Doctor,46,1,11935.14,2023-10-19 16:34:22,Thursday,6,6,18,6,556.34,381.64780092592594
AC00041,34.31,2024-11-04 08:11:26,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,24,Student,251,1,1484.76,2023-04-28 16:55:28,Friday,6,6,27,6,34.31,555.636087962963
AC00141,780.59,2024-11-04 08:07:01,Credit,Tucson,D000451,191.25.177.160,M058,Online,23,Student,145,1,6513.34,2023-06-28 17:58:48,Wednesday,9,9,27,7,780.59,494.58903935185185
AC00410,282.65,2024-11-04 08:08:51,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,35,Doctor,161,1,13801.15,2023-03-08 17:42:36,Wednesday,8,7,19,7,282.65,606.6015625
AC00362,305.27,2024-11-04 08:09:31,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,68,Doctor,147,1,12958.65,2023-09-27 16:25:38,Wednesday,4,4,27,4,305.27,403.65547453703704
AC00315,185.81,2024-11-04 08:10:15,Debit,Austin,D000696,201.114.165.141,M033,Online,32,Doctor,116,1,9588.71,2023-09-20 16:30:06,Wednesday,2,2,27,2,185.81,410.65288194444446
AC00092,66.01,2024-11-04 08:07:05,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,3475.99,2023-10-06 18:39:39,Friday,5,5,28,4,66.01,394.5607175925926
AC00133,447.95,2024-11-04 08:09:20,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29,Engineer,75,1,7544.4,2023-01-11 17:27:56,Wednesday,5,5,31,3,447.95,662.6120833333333
AC00069,279.3,2024-11-04 08:07:20,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,1193.61,2023-06-22 17:28:02,Thursday,7,7,13,7,279.3,500.610625
AC00498,26.75,2024-11-04 08:07:00,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,33,Doctor,27,1,12063.77,2023-05-08 16:25:03,Monday,3,3,28,3,26.75,545.6541319444444
AC00006,611.15,2024-11-04 08:09:23,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27,Student,121,1,892.83,2023-08-11 17:12:30,Friday,6,6,30,6,611.15,450.62283564814817
AC00104,275.2,2024-11-04 08:09:50,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1,1230.12,2023-08-24 17:13:38,Thursday,4,4,27,4,275.2,437.6223611111111
AC00311,427.79,2024-11-04 08:08:54,Debit,San Jose,D000018,203.99.96.114,M016,Branch,18,Student,189,1,1479.67,2023-02-21 17:42:42,Tuesday,3,3,22,3,427.79,621.6015277777777
AC00144,469.13,2024-11-04 08:07:30,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,54,Doctor,139,1,1265.28,2023-12-04 17:53:57,Monday,7,7,30,6,469.13,335.59274305555556
AC00157,102.81,2024-11-04 08:08:07,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76,Retired,47,1,3228.87,2023-12-04 16:23:00,Monday,4,4,27,4,102.81,335.65633101851853
AC00171,22.61,2024-11-04 08:06:47,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1,1111.67,2023-12-21 17:56:04,Thursday,6,6,23,5,22.61,318.59077546296294
AC00374,68.28,2024-11-04 08:08:24,Debit,Boston,D000649,148.112.151.27,M100,Online,56,Engineer,293,1,3213.16,2023-06-08 18:54:04,Thursday,8,8,28,6,68.28,514.5516203703704
AC00219,33.65,2024-11-04 08:07:24,Credit,New York,D000470,49.31.186.82,M067,Online,63,Doctor,146,1,12719.93,2023-09-18 17:18:03,Monday,4,4,25,3,33.65,412.6176041666667
AC00405,362.68,2024-11-04 08:06:30,Credit,Miami,D000280,172.111.76.65,M014,ATM,63,Retired,137,1,2040.77,2023-01-16 18:02:19,Monday,8,8,32,6,362.68,657.5862384259259
AC00075,73.23,2024-11-04 08:12:22,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,20,Student,172,1,1309.85,2023-06-23 16:41:27,Friday,6,6,24,5,73.23,499.6464699074074
AC00136,654.49,2024-11-04 08:08:39,Credit,Austin,D000380,167.104.180.235,M060,Online,25,Student,104,1,164.61,2023-11-20 16:31:36,Monday,6,6,28,6,654.49,349.6507291666667
AC00056,18.56,2024-11-04 08:07:40,Credit,Memphis,D000189,41.82.55.163,M094,Branch,49,Engineer,161,1,4230.37,2023-04-24 17:04:21,Monday,2,2,27,2,18.56,559.6273032407407
AC00368,389.05,2024-11-04 08:11:28,Debit,Dallas,D000379,7.105.184.86,M075,ATM,27,Student,41,1,761.0,2023-01-06 17:35:08,Friday,4,4,19,4,389.05,667.6085648148148
AC00261,7.38,2024-11-04 08:10:18,Debit,Houston,D000011,156.96.135.18,M076,Online,67,Retired,105,1,2923.83,2023-03-15 16:47:45,Wednesday,1,1,21,1,7.38,599.6406597222223
AC00090,109.48,2024-11-04 08:07:26,Debit,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1,7372.47,2023-06-26 17:38:22,Monday,4,4,20,4,109.48,496.6035185185185
AC00297,66.91,2024-11-04 08:10:19,Debit,Seattle,D000509,51.196.87.214,M047,ATM,39,Doctor,85,1,871.1,2023-01-30 18:47:17,Monday,2,2,28,2,66.91,643.5576620370371
AC00144,335.48,2024-11-04 08:06:45,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1,3023.16,2023-03-02 16:06:18,Thursday,7,7,26,6,335.48,612.6669791666667
AC00207,38.14,2024-11-04 08:09:59,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,19,Student,174,1,1119.21,2023-12-28 16:51:20,Thursday,2,2,42,2,38.14,311.6379513888889
AC00443,1076.98,2024-11-04 08:09:33,Debit,Detroit,D000474,49.31.186.82,M090,Branch,60,Doctor,173,1,11833.73,2023-12-20 18:12:25,Wednesday,4,4,24,4,1076.98,319.5813425925926
AC00179,360.02,2024-11-04 08:08:53,Debit,Dallas,D000072,49.31.186.82,M004,Online,68,Retired,68,1,6400.59,2023-02-09 16:29:06,Thursday,6,6,31,6,360.02,633.6526273148148
AC00175,567.71,2024-11-04 08:10:40,Debit,Memphis,D000605,6.204.110.7,M086,Online,63,Doctor,80,1,13884.24,2023-02-06 18:39:23,Monday,3,3,20,3,567.71,636.5633912037038
AC00386,218.19,2024-11-04 08:10:27,Debit,Austin,D000626,165.35.58.173,M078,ATM,19,Student,185,1,620.83,2023-05-23 16:29:31,Tuesday,8,7,23,7,218.19,530.653425925926
AC00067,209.99,2024-11-04 08:11:39,Debit,Denver,D000381,125.89.163.224,M014,ATM,19,Student,40,1,1938.01,2023-09-07 17:19:21,Thursday,4,4,32,4,209.99,423.6196527777778
AC00369,11.02,2024-11-04 08:06:56,Debit,Tucson,D000320,203.174.215.229,M008,Branch,19,Student,280,1,964.79,2023-11-13 16:32:53,Monday,6,6,20,6,11.02,356.6486458333333
AC00257,83.43,2024-11-04 08:11:40,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1,1870.16,2023-05-30 16:28:48,Tuesday,6,6,19,5,83.43,523.6547685185185
AC00059,344.97,2024-11-04 08:09:39,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1,5577.94,2023-03-20 17:30:52,Monday,7,7,24,7,344.97,594.6102662037038
AC00341,172.29,2024-11-04 08:08:42,Debit,El Paso,D000474,72.128.135.172,M034,ATM,36,Engineer,283,1,8700.8,2023-01-30 17:22:39,Monday,4,4,21,4,172.29,643.6153125
AC00357,195.54,2024-11-04 08:09:01,Debit,Omaha,D000144,161.195.172.148,M039,Online,60,Retired,255,1,2794.66,2023-07-17 16:05:23,Monday,3,3,25,3,195.54,475.66918981481484
AC00455,101.23,2024-11-04 08:06:42,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1,6169.71,2023-08-04 18:34:01,Friday,2,2,31,2,101.23,457.56436342592593
AC00346,180.46,2024-11-04 08:11:23,Debit,Fresno,D000456,147.114.91.132,M001,ATM,25,Student,34,1,831.75,2023-03-13 16:26:30,Monday,4,4,31,4,180.46,601.6561689814815
AC00118,692.55,2024-11-04 08:12:17,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,53,Retired,109,1,2451.56,2023-03-07 16:51:37,Tuesday,4,4,27,4,692.55,607.6393518518519
AC00275,147.31,2024-11-04 08:07:58,Credit,Mesa,D000059,100.4.40.132,M005,Online,34,Doctor,92,1,13625.52,2023-06-12 17:10:27,Monday,5,5,32,4,147.31,510.62327546296297
AC00028,107.48,2024-11-04 08:12:07,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,20,Student,103,1,1379.39,2023-02-07 17:38:18,Tuesday,3,3,27,3,107.48,635.6068171296296
AC00179,1831.02,2024-11-04 08:10:52,Credit,Columbus,D000246,141.121.30.32,M012,Online,62,Doctor,83,1,11498.01,2023-09-15 17:31:42,Friday,2,2,19,2,1831.02,415.6105324074074
AC00090,81.51,2024-11-04 08:07:15,Debit,Washington,D000079,192.95.36.246,M059,Branch,25,Student,97,1,865.49,2023-08-10 16:10:22,Thursday,6,6,27,6,81.51,451.6645023148148
AC00367,365.48,2024-11-04 08:10:38,Credit,Seattle,D000310,44.197.126.59,M082,Online,76,Retired,216,1,7147.4,2023-05-22 17:59:02,Monday,7,7,16,6,365.48,531.5913888888889
AC00441,491.1,2024-11-04 08:07:32,Credit,Houston,D000408,175.210.47.87,M067,Online,35,Engineer,125,1,7833.85,2023-06-05 16:08:37,Monday,2,2,25,2,491.1,517.6659143518518
AC00266,452.8,2024-11-04 08:07:34,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,80,Retired,151,1,4840.67,2023-11-24 16:45:11,Friday,5,5,21,5,452.8,345.64054398148147
